run_id,scope,set_id,set_role,experiment_type,family,N,seed,n_train,n_val,n_test,epochs,batch_size,learning_rate,test_mae_eV_per_atom,best_epoch,best_epoch_source,best_val_l1,prediction_path,prediction_sha256,history_train_path,history_train_sha256,history_val_path,history_val_sha256,summary_path,summary_sha256,mae_recompute_match,epoch_crosscheck_status,validation_status
P5-R001,main,1,canonical,fine_tune,oxide,10,0,5,5,1484,50,16,0.0001,0.0391444261686317,1,unique_argmin_history_val,0.0194897893816233,results/protocol_1/oxide/N10_seed0/finetune_last2/prediction_results_test_set.csv,02149ad0ff3ad16e4acf844bd05bb3b64639b334200e0def301fe1c78620f59b,results/protocol_1/oxide/N10_seed0/finetune_last2/history_train.json,a7ebd2cbbbbbfa0ac659a5e8bc3e79c8685f76063906e441c17ca3e301901bd0,results/protocol_1/oxide/N10_seed0/finetune_last2/history_val.json,904f62471b19c0d41dad7e52afbb5b54ba955ebdf7e465e92b572f87253248bb,results/protocol_1/oxide/N10_seed0/finetune_last2/summary.json,9bef78a3d8b816e0bc8594fded6821c7566c863e18af9f8d00f61d9daa7c4777,True,summary_match,validated
P5-R002,main,1,canonical,fine_tune,oxide,10,1,5,5,1484,50,16,0.0001,0.0373577777297246,1,unique_argmin_history_val,0.016945231705904,results/protocol_1/oxide/N10_seed1/finetune_last2/prediction_results_test_set.csv,570057e36d3d5c586f00d7bbc331280f169c25a01c50e27cc2fb43155c526114,results/protocol_1/oxide/N10_seed1/finetune_last2/history_train.json,65ccc6b45305a35815c5ce0d58c0b4572ec95d6445c91a8037868eb1d9e36988,results/protocol_1/oxide/N10_seed1/finetune_last2/history_val.json,edf0cbc0bd5074dbcaeeddef5ae8d6bb286af87781ff799c2b44135784734007,results/protocol_1/oxide/N10_seed1/finetune_last2/summary.json,54c69988837bb2ae38aa9c318ab85bf9e09e630acf7a4f419ae1687bf79f4075,True,summary_match,validated
P5-R003,main,1,canonical,fine_tune,oxide,10,2,5,5,1484,50,16,0.0001,0.0346006281644726,1,unique_argmin_history_val,0.00678870687261224,results/protocol_1/oxide/N10_seed2/finetune_last2/prediction_results_test_set.csv,8f0444c31fdcbfc5b6afa9977556b3c78827b4f350c074c35e12223f20b4faed,results/protocol_1/oxide/N10_seed2/finetune_last2/history_train.json,b58df7827e7180447b024fc2e4abf7931b8bf4141d84b21f1f41a2eeecca8de9,results/protocol_1/oxide/N10_seed2/finetune_last2/history_val.json,badcbd17ffa213f3381221ea36dc3b4a663ec80f1063ce60e2b0b63584949fe9,results/protocol_1/oxide/N10_seed2/finetune_last2/summary.json,42be7b4c51e8e18f2434ea13cd0ec067d5c12b4eeefa9b1ebcb0031ca767e77b,True,summary_match,validated
P5-R004,main,1,canonical,fine_tune,oxide,10,3,5,5,1484,50,16,0.0001,0.0356330521631612,1,unique_argmin_history_val,0.0186884887516499,results/protocol_1/oxide/N10_seed3/finetune_last2/prediction_results_test_set.csv,135e803f1446f4ad091b3e2e285658132470c98816a44129f7f467801f1b8863,results/protocol_1/oxide/N10_seed3/finetune_last2/history_train.json,5052f8cb5c0fd9e262b8bec0a0b6353305208d05c8f598b16bc476c1cf67756b,results/protocol_1/oxide/N10_seed3/finetune_last2/history_val.json,ad943523612e14aeab4f15521279e6a7859af75c0a646f44002c89a2570cb9b1,results/protocol_1/oxide/N10_seed3/finetune_last2/summary.json,21e41918a59399debff0454012d498b25558546cc716907ca5a9bf9cd2a76131,True,summary_match,validated
P5-R005,main,1,canonical,fine_tune,oxide,10,4,5,5,1484,50,16,0.0001,0.0344718146874353,1,unique_argmin_history_val,0.0307174455374479,results/protocol_1/oxide/N10_seed4/finetune_last2/prediction_results_test_set.csv,f94056d577f60100e88094a1ee0787f22f61d2de7606c929d205076844cada9f,results/protocol_1/oxide/N10_seed4/finetune_last2/history_train.json,4e8a673830a5ad9e9c855de74052a47508bef6587b629d3b065327f7a3de56e6,results/protocol_1/oxide/N10_seed4/finetune_last2/history_val.json,8658fae11b6c0e70266c1c55b07c75c173792b0281893c2f906d829b6be77ad1,results/protocol_1/oxide/N10_seed4/finetune_last2/summary.json,8e510b5f96ca71d1660858a76ffa377f0d91433a8628ff926c4891b18ce7472b,True,summary_match,validated
P5-R006,main,1,canonical,fine_tune,oxide,50,0,45,5,1484,50,16,0.0001,0.0375121783678837,33,unique_argmin_history_val,0.025552487000823,results/protocol_1/oxide/N50_seed0/finetune_last2/prediction_results_test_set.csv,96b873c239d0a4b9e6c6e8b98f78ca8d8dbff6231f49d521b392c109b871dfe0,results/protocol_1/oxide/N50_seed0/finetune_last2/history_train.json,5e5ed94fd053b5693329f4de8c6c1e2dae1ec343d3403a7b472716b26957a36f,results/protocol_1/oxide/N50_seed0/finetune_last2/history_val.json,fad38f623a90bf59c2c86458ad9cf44e227e9b4d7159a53143cbd2881dbf5e3a,results/protocol_1/oxide/N50_seed0/finetune_last2/summary.json,b037c3329ac5428bb62af25e2a99cfe0a010d3bb04cb0e443344bdf8e228eead,True,summary_match,validated
P5-R007,main,1,canonical,fine_tune,oxide,50,1,45,5,1484,50,16,0.0001,0.0396273369077816,19,unique_argmin_history_val,0.0117610692977905,results/protocol_1/oxide/N50_seed1/finetune_last2/prediction_results_test_set.csv,82c07be6abb03c353240fcabb578ba4daf9abcb964df541efa7152c59bc2a40d,results/protocol_1/oxide/N50_seed1/finetune_last2/history_train.json,8bc6c6c1939ac4eddaa8970d062386b2018d30fadfc2c2cf37c54f1a60a3b181,results/protocol_1/oxide/N50_seed1/finetune_last2/history_val.json,b01744ab1296b1cf255bc76368bd0e54997e4fc40f60aee47da0263216907d3a,results/protocol_1/oxide/N50_seed1/finetune_last2/summary.json,417bd487dbbaae12863ba394bba192a020f419b39455989767fcafbd0cee0bcc,True,summary_match,validated
P5-R008,main,1,canonical,fine_tune,oxide,50,2,45,5,1484,50,16,0.0001,0.0365753312153689,32,unique_argmin_history_val,0.00819201488047838,results/protocol_1/oxide/N50_seed2/finetune_last2/prediction_results_test_set.csv,c30270857259acf535407f29a4c0eb731553fa83db513738fd3cfb975d52103b,results/protocol_1/oxide/N50_seed2/finetune_last2/history_train.json,4a442e9edfeb00c514416de91c222d575f89eb20042a981f414e71b945424b31,results/protocol_1/oxide/N50_seed2/finetune_last2/history_val.json,c8c39e1f23a3a7bf2f77520904ce6f635bd1fca1862f016c339d88a6f0bcac15,results/protocol_1/oxide/N50_seed2/finetune_last2/summary.json,507b7f100b800dbbedf853d9455d7baaea5a0151f40c894a34eff99a3fb0bbcd,True,summary_match,validated
P5-R009,main,1,canonical,fine_tune,oxide,50,3,45,5,1484,50,16,0.0001,0.0362412606567117,27,unique_argmin_history_val,0.0184724573045969,results/protocol_1/oxide/N50_seed3/finetune_last2/prediction_results_test_set.csv,d9d3d421ffa4efa6026b77cbeb845742302b95c88c2c6aa3d68e1dc8440737f3,results/protocol_1/oxide/N50_seed3/finetune_last2/history_train.json,86616efdfbdc4d4c0597a7ffe5ed39d9b351255c23d074491c1eee4cb3631456,results/protocol_1/oxide/N50_seed3/finetune_last2/history_val.json,54d8d64d119ab104e0b2eec45d27ab7fe203428ad464ba074e87ae3c4d22e5de,results/protocol_1/oxide/N50_seed3/finetune_last2/summary.json,dcc5335464943c7e7b9182bbe8d1f08bd46db0bdecf201d665d32e5c03973c0b,True,summary_match,validated
P5-R010,main,1,canonical,fine_tune,oxide,50,4,45,5,1484,50,16,0.0001,0.0400282203621793,10,unique_argmin_history_val,0.0321027748286724,results/protocol_1/oxide/N50_seed4/finetune_last2/prediction_results_test_set.csv,6036219260bc2ca342df9a0be86c8152a7688b090395c131ba405036f694bb10,results/protocol_1/oxide/N50_seed4/finetune_last2/history_train.json,1bce5887715626d20213decec9f687bf4ab32f9e0424fe42724666b98e6999d6,results/protocol_1/oxide/N50_seed4/finetune_last2/history_val.json,d6f72ebd0294487f28863533966385594f847c0ac4ae6d599b900512390a1f41,results/protocol_1/oxide/N50_seed4/finetune_last2/summary.json,99369765bac5a841954d3ff14305e21514927f411767e637a4e136afdf3fb6e0,True,summary_match,validated
P5-R011,main,1,canonical,fine_tune,oxide,100,0,90,10,1484,50,16,0.0001,0.036354394555073,23,unique_argmin_history_val,0.0123746991157532,results/protocol_1/oxide/N100_seed0/finetune_last2/prediction_results_test_set.csv,9d5075b7b1d46d89b08aa1cc4ed28a2d79cf4e65d37d2897ece11d08603eaf6c,results/protocol_1/oxide/N100_seed0/finetune_last2/history_train.json,be8902189d389708627c54b1605b76ce7dc623ba47e545e7dac05953fc7b7ecd,results/protocol_1/oxide/N100_seed0/finetune_last2/history_val.json,83fb94827d09092a2f45804928ec70565cc32a4315b11cbbba820cc1641b090f,results/protocol_1/oxide/N100_seed0/finetune_last2/summary.json,af19c33f1229f2435fe8683d9f2b5e0419fdf6a475c3b35124ee151a5e9213b6,True,summary_match,validated
P5-R012,main,1,canonical,fine_tune,oxide,100,1,90,10,1484,50,16,0.0001,0.0366767123700848,33,unique_argmin_history_val,0.0112713342532516,results/protocol_1/oxide/N100_seed1/finetune_last2/prediction_results_test_set.csv,6ec48849abc2e45a70329e50baeff8d50846429b5f34a82c67151cc2922ffa3d,results/protocol_1/oxide/N100_seed1/finetune_last2/history_train.json,6a606810c0584715a8ec2ec9718d1771249d089e126132bc570cfad2f27123a0,results/protocol_1/oxide/N100_seed1/finetune_last2/history_val.json,34f772ee580bfc4ac57e4c13dbef0399ed57b34e10e3c74fddfc7d2ba2eea2c9,results/protocol_1/oxide/N100_seed1/finetune_last2/summary.json,c8f6a1283f0e1e05cb0ffd0a9a26db4f3608dc3c72a19d561509e7c510ab422c,True,summary_match,validated
P5-R013,main,1,canonical,fine_tune,oxide,100,2,90,10,1484,50,16,0.0001,0.0370101025059751,49,unique_argmin_history_val,0.00775582203641534,results/protocol_1/oxide/N100_seed2/finetune_last2/prediction_results_test_set.csv,07f3b36a5f9575ba861bb5f7278006afc7538bf89a2a09079642a9d6e647ab03,results/protocol_1/oxide/N100_seed2/finetune_last2/history_train.json,06864fe3f78fa2d95cf2903f7c5c6834bb98d6284228a2f70a9d42d79794553d,results/protocol_1/oxide/N100_seed2/finetune_last2/history_val.json,223323f5aabe1206ae248cd4880976cedfd73f6043d349165b42c9b59654babb,results/protocol_1/oxide/N100_seed2/finetune_last2/summary.json,ecae90baa56e8f4e87879f5ab5db2d1514f2068552a544d46a5af2180392a053,True,summary_match,validated
P5-R014,main,1,canonical,fine_tune,oxide,100,3,90,10,1484,50,16,0.0001,0.0360440545524922,26,unique_argmin_history_val,0.0139013277366757,results/protocol_1/oxide/N100_seed3/finetune_last2/prediction_results_test_set.csv,b8cf29ed7f3e363c4cb36464a87f07d684a3370a1a52d5b142f8f9b3b9636a27,results/protocol_1/oxide/N100_seed3/finetune_last2/history_train.json,1bb60bbdc94dca2c7b63b271778fe63649abc8a0b9160c39cbffa11ff8ff7905,results/protocol_1/oxide/N100_seed3/finetune_last2/history_val.json,108d77ff8d4f75e2c044b3c602ce6bb174c0839769710850601e4a1ae738fd8c,results/protocol_1/oxide/N100_seed3/finetune_last2/summary.json,bf847d626dbf2fbf9c4be8b091c442c1f666bd9538b94d0648dbad1bdaec46b4,True,summary_match,validated
P5-R015,main,1,canonical,fine_tune,oxide,100,4,90,10,1484,50,16,0.0001,0.0382855684075045,14,unique_argmin_history_val,0.0277940668165684,results/protocol_1/oxide/N100_seed4/finetune_last2/prediction_results_test_set.csv,b3950bc623ba3903b5649bca2ece02cf327d62dfba0c832b5b697a6a82ac0840,results/protocol_1/oxide/N100_seed4/finetune_last2/history_train.json,cdad8720ce37652d7506f31141bf171b4ca35bf448601f4c6ba8816de263aaf4,results/protocol_1/oxide/N100_seed4/finetune_last2/history_val.json,60ea3c902fff6797480266e45755b5a56541acdbfd4ee7571df94fffa8200b87,results/protocol_1/oxide/N100_seed4/finetune_last2/summary.json,e166ef3c9d0538431f9f02c88abcf8e1baa1e6d67776dedcd48dee8c336c9b2e,True,summary_match,validated
P5-R016,main,1,canonical,fine_tune,oxide,200,0,180,20,1484,50,16,0.0001,0.0367650413853392,28,unique_argmin_history_val,0.0185080878436565,results/protocol_1/oxide/N200_seed0/finetune_last2/prediction_results_test_set.csv,3732521ced3b6370a435f16b9ba8f7d0c7be476efb2f7a16575d1a688b0ffe1f,results/protocol_1/oxide/N200_seed0/finetune_last2/history_train.json,4e8afdad9e75e6e69e106c3d8b74ed088d123d70e1592b9866c6eff176536e0d,results/protocol_1/oxide/N200_seed0/finetune_last2/history_val.json,353b6522fa35a7b232a06cef8e9f858fbbcb841df861154d69bafbd68acf22cd,results/protocol_1/oxide/N200_seed0/finetune_last2/summary.json,a55a7de6d0febcf57250d11e2eec4f44e9f0b4b7f374df2b8cc884eee0ade470,True,summary_match,validated
P5-R017,main,1,canonical,fine_tune,oxide,200,1,180,20,1484,50,16,0.0001,0.0363878805645003,23,unique_argmin_history_val,0.00682707596570253,results/protocol_1/oxide/N200_seed1/finetune_last2/prediction_results_test_set.csv,aa8fa50aca658d8d02b0c32b873593dab64fb50121d948f098e1773e61d541db,results/protocol_1/oxide/N200_seed1/finetune_last2/history_train.json,b93572ca360f8d01dc8acfe613f39b075329b70c66e431174f1e37095817c4bc,results/protocol_1/oxide/N200_seed1/finetune_last2/history_val.json,d5edf3de57016ca7b0a467b6a99f6eedf3b207bcf92c56eb5dcec78759c56d20,results/protocol_1/oxide/N200_seed1/finetune_last2/summary.json,fe06a5a25ad9f0ff1de08d3cdf212bb47ec7a749c18410d704d3c8b8888c0a11,True,summary_match,validated
P5-R018,main,1,canonical,fine_tune,oxide,200,2,180,20,1484,50,16,0.0001,0.0364709263374073,15,unique_argmin_history_val,0.00760621391236782,results/protocol_1/oxide/N200_seed2/finetune_last2/prediction_results_test_set.csv,899ff7a83d362858c73cf418d8aacff562f83c8b17d098eb9ee1ea8685da45f3,results/protocol_1/oxide/N200_seed2/finetune_last2/history_train.json,518b2fc80b88dc6129ce34f2185db740aa951cfb83738902bdb8490421727a7f,results/protocol_1/oxide/N200_seed2/finetune_last2/history_val.json,6aace0bc271a9b78b410ed738d500a78695175ca542425710c5f098cfee88770,results/protocol_1/oxide/N200_seed2/finetune_last2/summary.json,3fad8800e581640837f240dbf0229bd082ba76cbc0330f9426e166cf3d5ea7ec,True,summary_match,validated
P5-R019,main,1,canonical,fine_tune,oxide,200,3,180,20,1484,50,16,0.0001,0.0361465084100722,40,unique_argmin_history_val,0.0134653495624661,results/protocol_1/oxide/N200_seed3/finetune_last2/prediction_results_test_set.csv,e626bbde545696fa084b6cb56b475cd6f2d2de8420825aaedc08a78e13bda832,results/protocol_1/oxide/N200_seed3/finetune_last2/history_train.json,308de7740d7a64ca6c55f894762fe39f882dd968fba29d61421292fc5c53e65c,results/protocol_1/oxide/N200_seed3/finetune_last2/history_val.json,0ffb5b5f587a09381ef599e3b09fa80a2b4d0a17aec9d5c4ad69f87d085ae7e0,results/protocol_1/oxide/N200_seed3/finetune_last2/summary.json,ff69cb8d010a943ef12b7043b36a743c1099bb37043abf09e7d43f0cb51bcdbf,True,summary_match,validated
P5-R020,main,1,canonical,fine_tune,oxide,200,4,180,20,1484,50,16,0.0001,0.0371376315511153,38,unique_argmin_history_val,0.0193530172109604,results/protocol_1/oxide/N200_seed4/finetune_last2/prediction_results_test_set.csv,45c319ac0f4176add27def3f0279affd695c34285b77a96d7ec6eb05bc98c8e9,results/protocol_1/oxide/N200_seed4/finetune_last2/history_train.json,8e8fc19d7af6902007042ebdeac7a45f2bc7f6eda119a3e29c626f382bc03081,results/protocol_1/oxide/N200_seed4/finetune_last2/history_val.json,a7f684f7340a27aa9590b7e1241661a6c81578868745242b671a982d597f5877,results/protocol_1/oxide/N200_seed4/finetune_last2/summary.json,b8787d6f06c8cdeb0433601870249b689894b558f210049fbc0bd183d0cadfbe,True,summary_match,validated
P5-R021,main,1,canonical,fine_tune,oxide,500,0,450,50,1484,50,16,0.0001,0.0362671728723185,31,unique_argmin_history_val,0.0103456890210509,results/protocol_1/oxide/N500_seed0/finetune_last2/prediction_results_test_set.csv,f84aa906bdb47014491ab608311cb65c8c4f0f5022b169014d997f8705979234,results/protocol_1/oxide/N500_seed0/finetune_last2/history_train.json,a80c92f852b85f821e96a5502f616586df9f6ed4746313c421a9937c1d083d28,results/protocol_1/oxide/N500_seed0/finetune_last2/history_val.json,ea28ec44cc866c2ac45f9a2d76477f5da1765aa72e7a8cb83f4e1e7fbd6e9b94,results/protocol_1/oxide/N500_seed0/finetune_last2/summary.json,80bd5aace0bedca6d67000cc7de4f0541f200b4f24cb61edea947b9725029d81,True,summary_match,validated
P5-R022,main,1,canonical,fine_tune,oxide,500,1,450,50,1484,50,16,0.0001,0.0363677836651161,7,unique_argmin_history_val,0.0221189861185849,results/protocol_1/oxide/N500_seed1/finetune_last2/prediction_results_test_set.csv,39d4b1231d6369b93a8d75c185104a1b99cf45042d708cb23ce90c45aef7bcfe,results/protocol_1/oxide/N500_seed1/finetune_last2/history_train.json,ae4ef55b949fdf48e9aa992a322d09cd70e8973c388b0ab1761a7b836a58a28f,results/protocol_1/oxide/N500_seed1/finetune_last2/history_val.json,70345724cdd58e402826059dc812549cd8a054f37f2dec541a4035f07f920579,results/protocol_1/oxide/N500_seed1/finetune_last2/summary.json,91299342da3cdd77fbeaba4101a12e3841ebc64c9908777247a3d5827d41a08b,True,summary_match,validated
P5-R023,main,1,canonical,fine_tune,oxide,500,2,450,50,1484,50,16,0.0001,0.0359306871206023,18,unique_argmin_history_val,0.00884742406196892,results/protocol_1/oxide/N500_seed2/finetune_last2/prediction_results_test_set.csv,c84f87eed20fcf0eaebd6c8cb3aac6df9b4444bb426331eaaaeea2094592e512,results/protocol_1/oxide/N500_seed2/finetune_last2/history_train.json,bd199bde061f551782c6600ca9c6223230c599ce2d8a25b53d977ce27ccb5a0b,results/protocol_1/oxide/N500_seed2/finetune_last2/history_val.json,452d7f637e486f4edac3fe128800c18bca2e228992f2a103869bf9b78bd4b6bc,results/protocol_1/oxide/N500_seed2/finetune_last2/summary.json,807ea60a44c6afdfd8bf469e1e8961663d6591abcc9c795242992a982d114a32,True,summary_match,validated
P5-R024,main,1,canonical,fine_tune,oxide,500,3,450,50,1484,50,16,0.0001,0.0361732100759447,28,unique_argmin_history_val,0.0110196701716632,results/protocol_1/oxide/N500_seed3/finetune_last2/prediction_results_test_set.csv,ec626223a9b435743c18d6f3ce7860b80b769e66534b085f53751dce4cb5e0d6,results/protocol_1/oxide/N500_seed3/finetune_last2/history_train.json,ac89ddfd0e6c9f2d3d59f2d081040393a86e8206986eb155d0384cd8da76952f,results/protocol_1/oxide/N500_seed3/finetune_last2/history_val.json,b34de37cbe7205bb1031adb513233fe558ba1a23012000a86bf68954bc14b4c1,results/protocol_1/oxide/N500_seed3/finetune_last2/summary.json,44c9d147c3f4328b66782f2c1de589bf4b65b6a742f14024c0cf4abf016dd279,True,summary_match,validated
P5-R025,main,1,canonical,fine_tune,oxide,500,4,450,50,1484,50,16,0.0001,0.0361999527024384,50,unique_argmin_history_val,0.0118500255048275,results/protocol_1/oxide/N500_seed4/finetune_last2/prediction_results_test_set.csv,adb0292d4b2c108cdded1960e2f3e8c50151f6cb2f75d4a0acd3bcee2782eaac,results/protocol_1/oxide/N500_seed4/finetune_last2/history_train.json,7228cc250429137419eff0d53029bbbeab491281e0f196137fa822f106e5bfde,results/protocol_1/oxide/N500_seed4/finetune_last2/history_val.json,9f0fe74d4c0b3443a8809ce4e8169cf586c92c744a2b2779faa01b8cc640c3f5,results/protocol_1/oxide/N500_seed4/finetune_last2/summary.json,964c5f075afb5f4e4c179a2061b44ac6c57a4c9a6fca7d5d8328cc0318e04498,True,summary_match,validated
P5-R026,main,1,canonical,fine_tune,oxide,1000,0,900,100,1484,50,16,0.0001,0.0359837839242154,34,unique_argmin_history_val,0.0122789056705577,results/protocol_1/oxide/N1000_seed0/finetune_last2/prediction_results_test_set.csv,22f0573d337b9b99e08c62155faa3a87dd73ed3ca12b26dc43c9563a737b1573,results/protocol_1/oxide/N1000_seed0/finetune_last2/history_train.json,9c4d176efedc93641f4cdf96d0b60e9c63912e62085727e1c956bffe7cab4cc8,results/protocol_1/oxide/N1000_seed0/finetune_last2/history_val.json,5ddc563a86b36d6a54e036e1ab17aaffff2dc34e63064a846a1e1d26b7512795,results/protocol_1/oxide/N1000_seed0/finetune_last2/summary.json,af75c586e65d2c9fe2e68d6e77a300c84b50d0b1390f60e76e4a4978d5a70b00,True,summary_match,validated
P5-R027,main,1,canonical,fine_tune,oxide,1000,1,900,100,1484,50,16,0.0001,0.036142920154728,13,unique_argmin_history_val,0.0170373960531184,results/protocol_1/oxide/N1000_seed1/finetune_last2/prediction_results_test_set.csv,1dda0e377c98df3a70192089b367611fe349ec0523d6873c01185b4c0dc43def,results/protocol_1/oxide/N1000_seed1/finetune_last2/history_train.json,a56d3781c6f755c9643ee711d908eea3ef58c87d06d3cd094f3f9ebc81db2653,results/protocol_1/oxide/N1000_seed1/finetune_last2/history_val.json,1f20e4f6294d5184d9ff3eadadef00e7a2f828f413f951a76c5241906f9c541d,results/protocol_1/oxide/N1000_seed1/finetune_last2/summary.json,f15187bf835be2f735901651de2be2e689717784bdcd5eefa9a2b1b5ab65ce26,True,summary_match,validated
P5-R028,main,1,canonical,fine_tune,oxide,1000,2,900,100,1484,50,16,0.0001,0.0359479886665752,23,unique_argmin_history_val,0.010852388904563,results/protocol_1/oxide/N1000_seed2/finetune_last2/prediction_results_test_set.csv,6fa06432a6ddbc7617a21a5e919e5e4d6a793f122f2acb2ce80a7a191552d14d,results/protocol_1/oxide/N1000_seed2/finetune_last2/history_train.json,b2e8ef1c4cae7a0a59e72289e8cc22e8e06cbd60a8b82eb9b57a3f17fa93bdcf,results/protocol_1/oxide/N1000_seed2/finetune_last2/history_val.json,7758ea48befa1fd97faef8ec6d746d30643b1797c42bd9c171a14664b27ee7bd,results/protocol_1/oxide/N1000_seed2/finetune_last2/summary.json,8a3233ffcb8c347862c18c66d789563ceb33cff3bb6fc694d8e231510acf6ee1,True,summary_match,validated
P5-R029,main,1,canonical,fine_tune,oxide,1000,3,900,100,1484,50,16,0.0001,0.0359670139400155,27,unique_argmin_history_val,0.0128193614738328,results/protocol_1/oxide/N1000_seed3/finetune_last2/prediction_results_test_set.csv,838a70c97fff94c493efce2ce23a1ced9c7777cb4672dbbdba15e5cbfdc95d99,results/protocol_1/oxide/N1000_seed3/finetune_last2/history_train.json,7400a1ed91580f40fc9072c2a642523d44b0c0573fa728853ed7cd6f328f582c,results/protocol_1/oxide/N1000_seed3/finetune_last2/history_val.json,6e66e67574d4e84da0ed5ae677a3ec8c931dae31da8d7b1b1251276b0aac9bf2,results/protocol_1/oxide/N1000_seed3/finetune_last2/summary.json,8d18fbc3c80881c77ec14ff9e26efcbd374c67f2e97ac29c154989aad607a1b7,True,summary_match,validated
P5-R030,main,1,canonical,fine_tune,oxide,1000,4,900,100,1484,50,16,0.0001,0.0358100490767893,44,unique_argmin_history_val,0.00956959144345352,results/protocol_1/oxide/N1000_seed4/finetune_last2/prediction_results_test_set.csv,6e6ced312c7c6eef5eadd017863eeb07d527d2ed9555f5be377958abc1e4f8c6,results/protocol_1/oxide/N1000_seed4/finetune_last2/history_train.json,e05a376e36bf42da28c2fdd37b2faf93962e4ba05358186c7c6743c23a18ac7f,results/protocol_1/oxide/N1000_seed4/finetune_last2/history_val.json,b99325f6ce8a0a99175addc0e45da90e67d35b0a34b006661222db907c092939,results/protocol_1/oxide/N1000_seed4/finetune_last2/summary.json,97c0377e81d275910ce8fe3aadfca751c925f40cf4fc48ed1e5a5338c051e863,True,summary_match,validated
P5-R031,main,1,canonical,fine_tune,nitride,10,0,5,5,242,50,16,0.0001,0.0706750171813221,1,unique_argmin_history_val,0.019942669197917,results/protocol_1/nitride/N10_seed0/finetune_last2/prediction_results_test_set.csv,473f9710d71a5956eca73afd02b648d00852752266c9ff6112c86d84b02e3729,results/protocol_1/nitride/N10_seed0/finetune_last2/history_train.json,6858bd5a9f524597e07d7d590f8736233294f613917e09f25207c08da7fa1ce1,results/protocol_1/nitride/N10_seed0/finetune_last2/history_val.json,0daf6580ef244451cccaf522808efe91495cd74c5babc6e79bc23b0153527329,results/protocol_1/nitride/N10_seed0/finetune_last2/summary.json,78837cd5d926b0fe2fe367f9ad5b8738e610b9f91865ffe0ea502c995d629771,True,summary_match,validated
P5-R032,main,1,canonical,fine_tune,nitride,10,1,5,5,242,50,16,0.0001,0.0703553014227058,1,unique_argmin_history_val,0.00768821639940143,results/protocol_1/nitride/N10_seed1/finetune_last2/prediction_results_test_set.csv,a835db256a904866aa60d4f62ac2f09c208e58ecebf5e33b1b8be77c3495770d,results/protocol_1/nitride/N10_seed1/finetune_last2/history_train.json,3c818cd3aef29263b7a1d13e79a145285ac5744f3ddb80e0a981235fc22f2dd3,results/protocol_1/nitride/N10_seed1/finetune_last2/history_val.json,cf27915e6ff370109e3f0562bc5a1204af53ce5e1669441f7fd63c46d1fc512b,results/protocol_1/nitride/N10_seed1/finetune_last2/summary.json,47accb658af7b48e74c0ec981eb9b87bd604d52b618351c0c3f16396a01e48af,True,summary_match,validated
P5-R033,main,1,canonical,fine_tune,nitride,10,2,5,5,242,50,16,0.0001,0.0701612158917075,1,unique_argmin_history_val,0.00706769851967692,results/protocol_1/nitride/N10_seed2/finetune_last2/prediction_results_test_set.csv,28734111044d4e92d62a6b16a047053974149e1bc93e039b8d7b24ec93b928e7,results/protocol_1/nitride/N10_seed2/finetune_last2/history_train.json,babb665e78f2ab6a96636a06e4e1c2cdff60ef90ee3825c32b6bd910620a7784,results/protocol_1/nitride/N10_seed2/finetune_last2/history_val.json,dcb614592729eede9fc03051cc5cb746541c932dc1675ee64a3ee8d032bd0b74,results/protocol_1/nitride/N10_seed2/finetune_last2/summary.json,ebe2d48ada3c4a36971ce4429364bc7845ec98ff21550222002dcbca5b01e68e,True,summary_match,validated
P5-R034,main,1,canonical,fine_tune,nitride,10,3,5,5,242,50,16,0.0001,0.0702990302662096,1,unique_argmin_history_val,0.00784252304583788,results/protocol_1/nitride/N10_seed3/finetune_last2/prediction_results_test_set.csv,2bf5290a8b3b667bc0a5b7bb4575f303be5db2602c08042ec7e05bdb8ac65b80,results/protocol_1/nitride/N10_seed3/finetune_last2/history_train.json,ac0c508f57d65c62631ac086c34295096f0b17a875a294afe86cd3bda2467071,results/protocol_1/nitride/N10_seed3/finetune_last2/history_val.json,bd4050f4d8ce6761d2f41282d8509e8e0c7603e9cc77811d9fb9e845eec767b7,results/protocol_1/nitride/N10_seed3/finetune_last2/summary.json,3ffa4713aa4c63d8bec86929172588a0d1060e5a7f4ae15db4344153cfd6826d,True,summary_match,validated
P5-R035,main,1,canonical,fine_tune,nitride,10,4,5,5,242,50,16,0.0001,0.0705313472816151,1,unique_argmin_history_val,0.0101807955652475,results/protocol_1/nitride/N10_seed4/finetune_last2/prediction_results_test_set.csv,8825aee6cedc4efb1ea0676623c86f4f352af4033faaaaf8090fc7d6eeaf6335,results/protocol_1/nitride/N10_seed4/finetune_last2/history_train.json,f068944b5fb45e773e2bc135004d842967ff61941f536897483a25000afc52c9,results/protocol_1/nitride/N10_seed4/finetune_last2/history_val.json,703ed956e0d18cb5fae715efbd4e42221ee97663498ddac1c552d9dcebbd26f9,results/protocol_1/nitride/N10_seed4/finetune_last2/summary.json,3d1ede9db857764fb34dbafe3254dda3b7c08790ad686f3c418591acb17fbd44,True,summary_match,validated
