id,description,family,protocol,N,seed,metric_name,value_display,units,source_path,selector
P1-C2-SET2-OXIDE-N200-SEED1-MAE,seed_value,oxide,protocol_2,200,1,test_mae,0.03615,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET2-OXIDE-N200-SEED2-MAE,seed_value,oxide,protocol_2,200,2,test_mae,0.03603,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET2-OXIDE-N200-SEED3-MAE,seed_value,oxide,protocol_2,200,3,test_mae,0.03642,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET2-OXIDE-N200-SEED4-MAE,seed_value,oxide,protocol_2,200,4,test_mae,0.03834,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET2-OXIDE-N200-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_2,200,,std_test_mae_eV_per_atom,0.00095,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N200-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_2,200,,transfer_gain_vs_zero_shot,-0.00249,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N50-MEAN_BEST_EPOCH,mean,oxide,protocol_2,50,,mean_best_epoch,7.8,epoch,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N50-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_2,50,,mean_test_mae_eV_per_atom,0.03633,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N50-SEED0-MAE,seed_value,oxide,protocol_2,50,0,test_mae,0.03577,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET2-OXIDE-N50-SEED1-MAE,seed_value,oxide,protocol_2,50,1,test_mae,0.03870,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET2-OXIDE-N50-SEED2-MAE,seed_value,oxide,protocol_2,50,2,test_mae,0.03656,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET2-OXIDE-N50-SEED3-MAE,seed_value,oxide,protocol_2,50,3,test_mae,0.03549,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET2-OXIDE-N50-SEED4-MAE,seed_value,oxide,protocol_2,50,4,test_mae,0.03515,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET2-OXIDE-N50-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_2,50,,std_test_mae_eV_per_atom,0.00142,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N50-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_2,50,,transfer_gain_vs_zero_shot,-0.00215,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N500-MEAN_BEST_EPOCH,mean,oxide,protocol_2,500,,mean_best_epoch,26.2,epoch,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N500-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_2,500,,mean_test_mae_eV_per_atom,0.03618,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N500-SEED0-MAE,seed_value,oxide,protocol_2,500,0,test_mae,0.03671,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET2-OXIDE-N500-SEED1-MAE,seed_value,oxide,protocol_2,500,1,test_mae,0.03597,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET2-OXIDE-N500-SEED2-MAE,seed_value,oxide,protocol_2,500,2,test_mae,0.03586,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET2-OXIDE-N500-SEED3-MAE,seed_value,oxide,protocol_2,500,3,test_mae,0.03593,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET2-OXIDE-N500-SEED4-MAE,seed_value,oxide,protocol_2,500,4,test_mae,0.03642,eV/atom,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET2-OXIDE-N500-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_2,500,,std_test_mae_eV_per_atom,0.00037,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET2-OXIDE-N500-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_2,500,,transfer_gain_vs_zero_shot,-0.00200,eV/atom,results/summaries/protocol_2/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET3-NITRIDE-N10-MEAN_BEST_EPOCH,mean,nitride,protocol_3,10,,mean_best_epoch,1.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N10-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,10,,mean_test_mae_eV_per_atom,0.07041,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N10-SEED0-MAE,seed_value,nitride,protocol_3,10,0,test_mae,0.07068,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N10-SEED1-MAE,seed_value,nitride,protocol_3,10,1,test_mae,0.07036,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N10-SEED2-MAE,seed_value,nitride,protocol_3,10,2,test_mae,0.07016,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N10-SEED3-MAE,seed_value,nitride,protocol_3,10,3,test_mae,0.07030,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N10-SEED4-MAE,seed_value,nitride,protocol_3,10,4,test_mae,0.07054,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N10-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,10,,std_test_mae_eV_per_atom,0.00020,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N10-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,10,,transfer_gain_vs_zero_shot,-0.00087,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N100-MEAN_BEST_EPOCH,mean,nitride,protocol_3,100,,mean_best_epoch,1.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N100-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,100,,mean_test_mae_eV_per_atom,0.07176,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N100-SEED0-MAE,seed_value,nitride,protocol_3,100,0,test_mae,0.07132,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N100-SEED1-MAE,seed_value,nitride,protocol_3,100,1,test_mae,0.07226,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N100-SEED2-MAE,seed_value,nitride,protocol_3,100,2,test_mae,0.07282,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N100-SEED3-MAE,seed_value,nitride,protocol_3,100,3,test_mae,0.07096,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N100-SEED4-MAE,seed_value,nitride,protocol_3,100,4,test_mae,0.07144,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N100-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,100,,std_test_mae_eV_per_atom,0.00076,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N100-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,100,,transfer_gain_vs_zero_shot,-0.00222,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N1000-MEAN_BEST_EPOCH,mean,nitride,protocol_3,1000,,mean_best_epoch,78.4,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N1000-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,1000,,mean_test_mae_eV_per_atom,0.07636,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N1000-SEED0-MAE,seed_value,nitride,protocol_3,1000,0,test_mae,0.07619,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N1000-SEED1-MAE,seed_value,nitride,protocol_3,1000,1,test_mae,0.07658,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N1000-SEED2-MAE,seed_value,nitride,protocol_3,1000,2,test_mae,0.07654,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N1000-SEED3-MAE,seed_value,nitride,protocol_3,1000,3,test_mae,0.07634,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N1000-SEED4-MAE,seed_value,nitride,protocol_3,1000,4,test_mae,0.07614,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N1000-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,1000,,std_test_mae_eV_per_atom,0.00020,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N1000-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,1000,,transfer_gain_vs_zero_shot,-0.00682,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N200-MEAN_BEST_EPOCH,mean,nitride,protocol_3,200,,mean_best_epoch,1.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N200-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,200,,mean_test_mae_eV_per_atom,0.07440,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N200-SEED0-MAE,seed_value,nitride,protocol_3,200,0,test_mae,0.07398,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N200-SEED1-MAE,seed_value,nitride,protocol_3,200,1,test_mae,0.07542,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N200-SEED2-MAE,seed_value,nitride,protocol_3,200,2,test_mae,0.07464,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N200-SEED3-MAE,seed_value,nitride,protocol_3,200,3,test_mae,0.07411,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N200-SEED4-MAE,seed_value,nitride,protocol_3,200,4,test_mae,0.07387,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N200-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,200,,std_test_mae_eV_per_atom,0.00064,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N200-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,200,,transfer_gain_vs_zero_shot,-0.00486,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N50-MEAN_BEST_EPOCH,mean,nitride,protocol_3,50,,mean_best_epoch,1.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N50-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,50,,mean_test_mae_eV_per_atom,0.07071,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N50-SEED0-MAE,seed_value,nitride,protocol_3,50,0,test_mae,0.07059,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N50-SEED1-MAE,seed_value,nitride,protocol_3,50,1,test_mae,0.07047,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N50-SEED2-MAE,seed_value,nitride,protocol_3,50,2,test_mae,0.07177,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N50-SEED3-MAE,seed_value,nitride,protocol_3,50,3,test_mae,0.07026,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N50-SEED4-MAE,seed_value,nitride,protocol_3,50,4,test_mae,0.07046,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N50-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,50,,std_test_mae_eV_per_atom,0.00060,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N50-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,50,,transfer_gain_vs_zero_shot,-0.00117,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N500-MEAN_BEST_EPOCH,mean,nitride,protocol_3,500,,mean_best_epoch,78.6,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N500-MEAN_TEST_MAE_EV_PER_ATOM,mean,nitride,protocol_3,500,,mean_test_mae_eV_per_atom,0.08152,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N500-SEED0-MAE,seed_value,nitride,protocol_3,500,0,test_mae,0.08392,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""0""}}"
P1-C2-SET3-NITRIDE-N500-SEED1-MAE,seed_value,nitride,protocol_3,500,1,test_mae,0.08174,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""1""}}"
P1-C2-SET3-NITRIDE-N500-SEED2-MAE,seed_value,nitride,protocol_3,500,2,test_mae,0.08123,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""2""}}"
P1-C2-SET3-NITRIDE-N500-SEED3-MAE,seed_value,nitride,protocol_3,500,3,test_mae,0.07982,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""3""}}"
P1-C2-SET3-NITRIDE-N500-SEED4-MAE,seed_value,nitride,protocol_3,500,4,test_mae,0.08091,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""4""}}"
P1-C2-SET3-NITRIDE-N500-STD_TEST_MAE_EV_PER_ATOM,sample_sd,nitride,protocol_3,500,,std_test_mae_eV_per_atom,0.00151,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
P1-C2-SET3-NITRIDE-N500-TRANSFER_GAIN_VS_ZERO_SHOT,difference,nitride,protocol_3,500,,transfer_gain_vs_zero_shot,-0.01198,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
P1-C2-SET3-OXIDE-N10-MEAN_BEST_EPOCH,mean,oxide,protocol_3,10,,mean_best_epoch,1.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N10-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,10,,mean_test_mae_eV_per_atom,0.03627,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N10-SEED0-MAE,seed_value,oxide,protocol_3,10,0,test_mae,0.03918,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N10-SEED1-MAE,seed_value,oxide,protocol_3,10,1,test_mae,0.03739,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N10-SEED2-MAE,seed_value,oxide,protocol_3,10,2,test_mae,0.03462,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N10-SEED3-MAE,seed_value,oxide,protocol_3,10,3,test_mae,0.03566,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N10-SEED4-MAE,seed_value,oxide,protocol_3,10,4,test_mae,0.03448,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide"",""seed"":""4""}}"
