id,description,family,protocol,N,seed,metric_name,value_display,units,source_path,selector
P1-C2-SET3-OXIDE-N10-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,10,,std_test_mae_eV_per_atom,0.00200,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N10-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,10,,transfer_gain_vs_zero_shot,-0.00208,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""10"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N100-MEAN_BEST_EPOCH,mean,oxide,protocol_3,100,,mean_best_epoch,67.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N100-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,100,,mean_test_mae_eV_per_atom,0.03685,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N100-SEED0-MAE,seed_value,oxide,protocol_3,100,0,test_mae,0.03623,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N100-SEED1-MAE,seed_value,oxide,protocol_3,100,1,test_mae,0.03666,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N100-SEED2-MAE,seed_value,oxide,protocol_3,100,2,test_mae,0.03648,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N100-SEED3-MAE,seed_value,oxide,protocol_3,100,3,test_mae,0.03580,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N100-SEED4-MAE,seed_value,oxide,protocol_3,100,4,test_mae,0.03910,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET3-OXIDE-N100-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,100,,std_test_mae_eV_per_atom,0.00130,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N100-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,100,,transfer_gain_vs_zero_shot,-0.00267,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""100"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N1000-MEAN_BEST_EPOCH,mean,oxide,protocol_3,1000,,mean_best_epoch,57.0,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N1000-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,1000,,mean_test_mae_eV_per_atom,0.03557,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N1000-SEED0-MAE,seed_value,oxide,protocol_3,1000,0,test_mae,0.03580,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N1000-SEED1-MAE,seed_value,oxide,protocol_3,1000,1,test_mae,0.03571,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N1000-SEED2-MAE,seed_value,oxide,protocol_3,1000,2,test_mae,0.03551,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N1000-SEED3-MAE,seed_value,oxide,protocol_3,1000,3,test_mae,0.03552,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N1000-SEED4-MAE,seed_value,oxide,protocol_3,1000,4,test_mae,0.03532,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET3-OXIDE-N1000-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,1000,,std_test_mae_eV_per_atom,0.00019,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N1000-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,1000,,transfer_gain_vs_zero_shot,-0.00139,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""1000"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N200-MEAN_BEST_EPOCH,mean,oxide,protocol_3,200,,mean_best_epoch,65.8,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N200-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,200,,mean_test_mae_eV_per_atom,0.03617,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N200-SEED0-MAE,seed_value,oxide,protocol_3,200,0,test_mae,0.03628,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N200-SEED1-MAE,seed_value,oxide,protocol_3,200,1,test_mae,0.03602,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N200-SEED2-MAE,seed_value,oxide,protocol_3,200,2,test_mae,0.03615,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N200-SEED3-MAE,seed_value,oxide,protocol_3,200,3,test_mae,0.03595,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N200-SEED4-MAE,seed_value,oxide,protocol_3,200,4,test_mae,0.03644,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET3-OXIDE-N200-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,200,,std_test_mae_eV_per_atom,0.00020,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N200-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,200,,transfer_gain_vs_zero_shot,-0.00199,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""200"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N50-MEAN_BEST_EPOCH,mean,oxide,protocol_3,50,,mean_best_epoch,36.2,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N50-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,50,,mean_test_mae_eV_per_atom,0.03844,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N50-SEED0-MAE,seed_value,oxide,protocol_3,50,0,test_mae,0.03995,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N50-SEED1-MAE,seed_value,oxide,protocol_3,50,1,test_mae,0.03982,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N50-SEED2-MAE,seed_value,oxide,protocol_3,50,2,test_mae,0.03642,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N50-SEED3-MAE,seed_value,oxide,protocol_3,50,3,test_mae,0.03618,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N50-SEED4-MAE,seed_value,oxide,protocol_3,50,4,test_mae,0.03983,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET3-OXIDE-N50-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,50,,std_test_mae_eV_per_atom,0.00196,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N50-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,50,,transfer_gain_vs_zero_shot,-0.00425,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N500-MEAN_BEST_EPOCH,mean,oxide,protocol_3,500,,mean_best_epoch,58.8,epoch,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_best_epoch"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N500-MEAN_TEST_MAE_EV_PER_ATOM,mean,oxide,protocol_3,500,,mean_test_mae_eV_per_atom,0.03586,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N500-SEED0-MAE,seed_value,oxide,protocol_3,500,0,test_mae,0.03634,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""0""}}"
P1-C2-SET3-OXIDE-N500-SEED1-MAE,seed_value,oxide,protocol_3,500,1,test_mae,0.03592,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""1""}}"
P1-C2-SET3-OXIDE-N500-SEED2-MAE,seed_value,oxide,protocol_3,500,2,test_mae,0.03567,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""2""}}"
P1-C2-SET3-OXIDE-N500-SEED3-MAE,seed_value,oxide,protocol_3,500,3,test_mae,0.03553,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""3""}}"
P1-C2-SET3-OXIDE-N500-SEED4-MAE,seed_value,oxide,protocol_3,500,4,test_mae,0.03586,eV/atom,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""4""}}"
P1-C2-SET3-OXIDE-N500-STD_TEST_MAE_EV_PER_ATOM,sample_sd,oxide,protocol_3,500,,std_test_mae_eV_per_atom,0.00031,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-C2-SET3-OXIDE-N500-TRANSFER_GAIN_VS_ZERO_SHOT,difference,oxide,protocol_3,500,,transfer_gain_vs_zero_shot,-0.00168,eV/atom,results/summaries/protocol_3/finetune/finetune_summary_by_N.csv,"{""column"":""transfer_gain_vs_zero_shot"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
P1-S1-SCRATCH-NITRIDE-N50-SEEDS-SEED0-MAE,seed_value,nitride,protocol_1,50,0,test_mae,0.68415,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""0""}}"
P1-S1-SCRATCH-NITRIDE-N50-SEEDS-SEED1-MAE,seed_value,nitride,protocol_1,50,1,test_mae,0.68071,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""1""}}"
P1-S1-SCRATCH-NITRIDE-N50-SEEDS-SEED2-MAE,seed_value,nitride,protocol_1,50,2,test_mae,0.68083,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""2""}}"
P1-S1-SCRATCH-NITRIDE-N50-SEEDS-SEED3-MAE,seed_value,nitride,protocol_1,50,3,test_mae,0.71941,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""3""}}"
P1-S1-SCRATCH-NITRIDE-N50-SEEDS-SEED4-MAE,seed_value,nitride,protocol_1,50,4,test_mae,0.69207,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride"",""seed"":""4""}}"
P1-S1-SCRATCH-NITRIDE-N500-SEEDS-SEED0-MAE,seed_value,nitride,protocol_1,500,0,test_mae,0.35826,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""0""}}"
P1-S1-SCRATCH-NITRIDE-N500-SEEDS-SEED1-MAE,seed_value,nitride,protocol_1,500,1,test_mae,0.38506,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""1""}}"
P1-S1-SCRATCH-NITRIDE-N500-SEEDS-SEED2-MAE,seed_value,nitride,protocol_1,500,2,test_mae,0.39480,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""2""}}"
P1-S1-SCRATCH-NITRIDE-N500-SEEDS-SEED3-MAE,seed_value,nitride,protocol_1,500,3,test_mae,0.33530,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""3""}}"
P1-S1-SCRATCH-NITRIDE-N500-SEEDS-SEED4-MAE,seed_value,nitride,protocol_1,500,4,test_mae,0.36795,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride"",""seed"":""4""}}"
P1-S1-SCRATCH-OXIDE-N50-SEEDS-SEED0-MAE,seed_value,oxide,protocol_1,50,0,test_mae,0.60363,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""0""}}"
P1-S1-SCRATCH-OXIDE-N50-SEEDS-SEED1-MAE,seed_value,oxide,protocol_1,50,1,test_mae,0.57328,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""1""}}"
P1-S1-SCRATCH-OXIDE-N50-SEEDS-SEED2-MAE,seed_value,oxide,protocol_1,50,2,test_mae,0.49111,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""2""}}"
P1-S1-SCRATCH-OXIDE-N50-SEEDS-SEED3-MAE,seed_value,oxide,protocol_1,50,3,test_mae,0.51039,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""3""}}"
P1-S1-SCRATCH-OXIDE-N50-SEEDS-SEED4-MAE,seed_value,oxide,protocol_1,50,4,test_mae,0.60186,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide"",""seed"":""4""}}"
P1-S1-SCRATCH-OXIDE-N500-SEEDS-SEED0-MAE,seed_value,oxide,protocol_1,500,0,test_mae,0.25190,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""0""}}"
P1-S1-SCRATCH-OXIDE-N500-SEEDS-SEED1-MAE,seed_value,oxide,protocol_1,500,1,test_mae,0.30099,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""1""}}"
P1-S1-SCRATCH-OXIDE-N500-SEEDS-SEED2-MAE,seed_value,oxide,protocol_1,500,2,test_mae,0.26913,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""2""}}"
P1-S1-SCRATCH-OXIDE-N500-SEEDS-SEED3-MAE,seed_value,oxide,protocol_1,500,3,test_mae,0.25811,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""3""}}"
P1-S1-SCRATCH-OXIDE-N500-SEEDS-SEED4-MAE,seed_value,oxide,protocol_1,500,4,test_mae,0.24153,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""column"":""test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide"",""seed"":""4""}}"
P1-TABLE1-NITRIDE-COMPOSITION-ALL,count,nitride,dataset_qa,,,all,2288,count,data/nitride/summaries/summary.json,"{""pointer"":""/counts/all"",""type"":""json_pointer""}"
P1-TABLE1-NITRIDE-COMPOSITION-OXYNITRIDES,count,nitride,dataset_qa,,,oxynitride_count_in_family,0,count,data/nitride/summaries/summary.json,"{""pointer"":""/oxynitride_count_in_family"",""type"":""json_pointer""}"
P1-TABLE1-NITRIDE-COMPOSITION-POOL,count,nitride,dataset_qa,,,pool,2046,count,data/nitride/summaries/summary.json,"{""pointer"":""/counts/pool"",""type"":""json_pointer""}"
P1-TABLE1-NITRIDE-COMPOSITION-TEST,count,nitride,dataset_qa,,,test,242,count,data/nitride/summaries/summary.json,"{""pointer"":""/counts/test"",""type"":""json_pointer""}"
P1-TABLE1-NITRIDE-COMPOSITION-TRAIN,count,nitride,dataset_qa,,,train,1837,count,data/nitride/summaries/summary.json,"{""pointer"":""/counts/train"",""type"":""json_pointer""}"
P1-TABLE1-NITRIDE-COMPOSITION-VAL,count,nitride,dataset_qa,,,val,209,count,data/nitride/summaries/summary.json,"{""pointer"":""/counts/val"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-ALL,count,oxide,dataset_qa,,,all,14991,count,data/oxide/summaries/summary.json,"{""pointer"":""/counts/all"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-OXYNITRIDES,count,oxide,dataset_qa,,,oxynitride_count_in_family,499,count,data/oxide/summaries/summary.json,"{""pointer"":""/oxynitride_count_in_family"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-POOL,count,oxide,dataset_qa,,,pool,13507,count,data/oxide/summaries/summary.json,"{""pointer"":""/counts/pool"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-TEST,count,oxide,dataset_qa,,,test,1484,count,data/oxide/summaries/summary.json,"{""pointer"":""/counts/test"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-TRAIN,count,oxide,dataset_qa,,,train,11960,count,data/oxide/summaries/summary.json,"{""pointer"":""/counts/train"",""type"":""json_pointer""}"
P1-TABLE1-OXIDE-COMPOSITION-VAL,count,oxide,dataset_qa,,,val,1547,count,data/oxide/summaries/summary.json,"{""pointer"":""/counts/val"",""type"":""json_pointer""}"
P1-TABLE2-SET1-PROTOCOL-BATCH_SIZE,hyperparameter,shared,protocol_1,,,batch_size,16.0000,count,results/summaries/protocol_1/finetune/finetune_runs.csv,"{""column"":""batch_size"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET1-PROTOCOL-EPOCHS,hyperparameter,shared,protocol_1,,,epochs,50.0,epoch,results/summaries/protocol_1/finetune/finetune_runs.csv,"{""column"":""epochs"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET1-PROTOCOL-LEARNING_RATE,hyperparameter,shared,protocol_1,,,learning_rate,0.0001,dimensionless,results/summaries/protocol_1/finetune/finetune_runs.csv,"{""column"":""learning_rate"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET2-PROTOCOL-BATCH_SIZE,hyperparameter,shared,protocol_2,,,batch_size,64.0000,count,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""batch_size"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET2-PROTOCOL-EPOCHS,hyperparameter,shared,protocol_2,,,epochs,300.0,epoch,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""epochs"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET2-PROTOCOL-LEARNING_RATE,hyperparameter,shared,protocol_2,,,learning_rate,0.0010,dimensionless,results/summaries/protocol_2/finetune/finetune_runs.csv,"{""column"":""learning_rate"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET3-PROTOCOL-BATCH_SIZE,hyperparameter,shared,protocol_3,,,batch_size,32.0000,count,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""batch_size"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET3-PROTOCOL-EPOCHS,hyperparameter,shared,protocol_3,,,epochs,100.0,epoch,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""epochs"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-SET3-PROTOCOL-LEARNING_RATE,hyperparameter,shared,protocol_3,,,learning_rate,0.0001,dimensionless,results/summaries/protocol_3/finetune/finetune_runs.csv,"{""column"":""learning_rate"",""expected_rows"":60,""type"":""csv_constant_column""}"
P1-TABLE2-TRAINABLE-SCOPE-TOTAL_PARAMETER_COUNT,count,shared,protocol_1_protocol_2_protocol_3,,,total_parameter_count,4026753,parameter_count,results/protocol_1/oxide/N10_seed0/finetune_last2/partial_finetune_meta.json,"{""pointer"":""/n_total_params"",""type"":""json_pointer""}"
P1-TABLE2-TRAINABLE-SCOPE-TRAINABLE_PARAMETER_COUNT,count,shared,protocol_1_protocol_2_protocol_3,,,trainable_parameter_count,330241,parameter_count,results/protocol_1/oxide/N10_seed0/finetune_last2/partial_finetune_meta.json,"{""pointer"":""/n_trainable_params"",""type"":""json_pointer""}"
P1-TABLE2-TRAINABLE-SCOPE-TRAINABLE_TENSOR_COUNT,count,shared,protocol_1_protocol_2_protocol_3,,,trainable_tensor_count,16,tensor,results/protocol_1/oxide/N10_seed0/finetune_last2/partial_finetune_meta.json,"{""pointer"":""/trainable_parameter_names"",""type"":""json_array_length""}"
